k_folds,norm,eta,lambda,train average loss,test average loss,,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,test loss,,test average loss,,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,train loss,,train average loss
18,z_score,0.5,0.3,51.75,14.2,,17,11,16,10,,16,12,17,13,13,16,17,14,12,19,11,12,12,12,20,14,,14.2,,66,47,50,45,,59,47,58,53,42,53,55,47,47,58,45,47,46,48,71,51,,51.75
18,z_score,0.5,0.4,55.35,13.8,,10,11,16,17,,13,11,11,16,12,17,14,17,18,11,21,17,11,11,11,11,,13.8,,63,47,57,59,,52,51,52,70,47,64,49,59,63,49,79,55,43,48,49,51,,55.35
18,z_score,0.5,0.5,55.95,13.85,,13,9,15,19,,16,15,8,7,14,15,20,20,17,11,9,14,11,10,18,16,,13.85,,54,55,54,65,,60,77,43,51,54,53,70,69,68,44,48,50,43,42,64,55,,55.95
18,z_score,0.5,0.6,56.7,13.6,,17,16,16,13,,13,18,13,16,10,11,13,10,15,15,12,12,12,12,12,16,,13.6,,61,79,55,48,,50,63,55,58,53,50,50,59,58,70,37,44,62,52,68,62,,56.7
18,z_score,0.5,0.7,56.25,13.45,,16,14,12,13,,15,14,10,19,11,13,10,17,15,8,15,13,12,16,12,14,,13.45,,79,58,67,59,,56,50,45,61,45,53,48,58,69,45,55,55,38,84,47,53,,56.25
18,z_score,0.5,0.8,57.75,14.25,,12,14,16,17,,22,12,16,16,8,15,13,13,10,10,12,13,11,14,20,21,,14.25,,61,54,58,60,,79,53,54,81,47,53,49,51,43,66,52,50,45,51,72,76,,57.75
18,z_score,0.5,0.9,61.15,16.1,,20,17,15,20,,19,19,11,16,20,18,13,19,11,12,21,18,11,18,13,11,,16.1,,74,75,50,73,,67,64,45,61,65,78,51,60,43,48,81,65,48,80,51,44,,61.15
18,z_score,0.5,1,64.7,16.35,,17,14,17,18,,15,19,14,13,16,15,16,21,14,21,10,19,12,16,20,20,,16.35,,59,57,60,58,,59,104,79,51,63,50,53,75,62,77,52,69,60,62,73,71,,64.7
18,z_score,0.6,0.1,42.6,10.5,,10,4,10,13,,12,12,11,12,9,7,10,6,14,10,10,11,12,10,13,14,,10.5,,40,35,47,47,,44,41,37,39,40,43,38,46,50,45,35,46,46,44,43,46,,42.6
18,z_score,0.6,0.2,50.25,12.5,,8,6,14,16,,14,13,9,10,13,13,12,11,9,14,11,17,15,21,16,8,,12.5,,45,39,48,56,,50,45,46,39,50,59,42,51,51,52,47,60,51,69,53,52,,50.25
18,z_score,0.6,0.3,52.3,13.1,,9,14,17,13,,11,10,17,11,11,12,12,20,13,17,9,11,18,6,13,18,,13.1,,50,49,62,51,,49,44,56,47,49,48,56,66,51,58,42,48,60,43,48,69,,52.3
18,z_score,0.6,0.4,55.95,13.45,,9,12,11,15,,12,12,14,15,15,14,16,18,9,13,12,10,10,19,17,16,,13.45,,49,51,53,52,,60,55,56,49,53,46,54,63,56,53,51,50,64,58,89,57,,55.95
18,z_score,0.6,0.5,55.25,13.35,,8,12,13,7,,16,14,9,21,13,10,13,10,17,14,16,13,13,18,15,15,,13.35,,46,44,48,49,,62,48,46,72,51,54,51,56,59,60,59,49,58,62,66,65,,55.25
18,z_score,0.6,0.6,59.9,15.7,,15,14,17,18,,10,16,21,20,12,18,13,24,20,20,8,14,17,12,15,10,,15.7,,56,49,60,62,,41,57,79,70,46,65,51,102,76,78,43,54,59,47,47,56,,59.9
18,z_score,0.6,0.7,60.25,15.7,,13,16,13,18,,16,15,13,20,20,19,13,13,17,20,16,9,14,14,18,17,,15.7,,49,65,67,61,,55,67,48,71,77,70,50,56,67,72,53,53,55,45,65,59,,60.25
18,z_score,0.6,0.8,65.2,16.1,,20,12,10,19,,16,12,19,21,11,18,17,17,20,16,13,20,9,23,19,10,,16.1,,66,45,63,62,,56,56,66,77,56,69,94,62,73,76,43,69,50,114,64,43,,65.2
18,z_score,0.6,0.9,66.4,17.05,,16,19,19,21,,19,15,24,14,22,16,17,7,16,16,10,19,15,18,18,20,,17.05,,67,63,68,77,,87,52,110,55,79,57,58,40,64,63,60,69,51,68,66,74,,66.4
18,z_score,0.6,1,63.15,15.8,,10,19,18,15,,18,13,16,16,20,9,17,15,13,22,14,18,21,16,14,12,,15.8,,57,63,77,54,,69,54,60,55,72,44,72,54,46,102,57,87,77,60,53,50,,63.15
18,z_score,0.7,0.1,47,11.85,,13,11,11,7,,12,18,13,7,14,14,14,11,14,8,12,12,10,10,16,10,,11.85,,50,41,46,41,,43,63,50,37,54,60,50,46,51,43,44,46,45,41,51,38,,47
18,z_score,0.7,0.2,54.95,13.8,,14,8,17,8,,17,15,12,17,18,16,18,11,19,14,14,15,11,9,16,7,,13.8,,53,49,58,53,,57,54,48,56,64,58,62,50,70,52,56,65,48,43,58,45,,54.95
18,z_score,0.7,0.3,55.75,15.35,,12,15,19,16,,20,14,17,13,14,13,13,17,17,17,9,17,16,12,21,15,,15.35,,51,46,62,63,,64,50,55,49,53,49,48,62,61,67,48,68,52,41,75,51,,55.75
18,z_score,0.7,0.4,59.7,14.1,,20,12,21,8,,18,10,11,10,13,21,8,16,15,11,17,9,11,16,16,19,,14.1,,77,43,78,49,,56,61,59,48,49,78,43,83,60,61,66,50,45,58,64,66,,59.7
18,z_score,0.7,0.5,55.75,13.5,,17,8,16,13,,14,10,17,12,12,15,14,20,11,20,9,14,18,12,10,8,,13.5,,66,42,55,51,,64,52,53,50,49,51,49,73,45,92,54,50,64,56,52,47,,55.75
18,z_score,0.7,0.6,59.45,15.3,,14,17,13,11,,12,14,19,16,15,14,17,13,20,19,17,21,15,11,16,12,,15.3,,60,63,53,42,,50,57,86,51,78,49,55,59,72,65,67,77,50,43,53,59,,59.45
18,z_score,0.7,0.7,65.25,14.95,,21,14,15,15,,10,8,19,17,13,21,18,19,13,11,13,12,21,12,15,12,,14.95,,78,54,75,56,,53,55,87,69,72,77,84,65,51,56,67,62,79,52,63,50,,65.25
18,z_score,0.7,0.8,64.85,16.1,,14,11,20,20,,10,21,15,22,20,12,20,12,10,21,16,18,20,16,13,11,,16.1,,46,46,74,72,,53,105,50,78,69,47,104,67,51,78,52,68,73,60,51,53,,64.85
18,z_score,0.7,0.9,64.8,16.1,,18,13,9,21,,17,13,14,14,16,11,17,18,16,21,22,16,19,12,20,15,,16.1,,87,71,54,79,,68,52,51,56,58,52,57,60,64,73,116,58,65,46,71,58,,64.8
18,z_score,0.7,1,71.95,18.85,,16,26,27,14,,19,22,19,13,18,18,21,21,18,21,21,13,11,19,12,28,,18.85,,59,115,94,64,,64,74,61,53,94,60,79,79,58,75,79,51,58,70,57,95,,71.95
18,z_score,0.8,0.1,45.8,10.9,,14,11,11,16,,9,9,8,6,11,14,11,9,12,8,12,10,13,11,10,13,,10.9,,52,49,41,60,,45,47,41,38,43,47,48,46,47,45,42,44,46,40,46,49,,45.8
18,z_score,0.8,0.2,54.8,13.5,,14,9,13,15,,14,17,15,9,20,14,9,12,15,11,13,15,8,12,21,14,,13.5,,72,47,45,51,,47,67,51,54,74,51,49,47,51,60,42,55,51,51,77,54,,54.8
18,z_score,0.8,0.3,53.7,14.4,,12,8,10,10,,16,14,19,12,13,14,17,10,20,16,20,16,12,16,15,18,,14.4,,46,41,44,50,,60,47,78,54,47,46,56,47,70,51,66,55,46,58,53,59,,53.7
18,z_score,0.8,0.4,56.85,15.25,,19,10,18,19,,21,14,11,15,17,15,14,14,19,10,19,12,20,14,14,10,,15.25,,67,51,78,72,,70,55,45,55,56,52,53,45,62,49,59,48,66,53,52,49,,56.85
18,z_score,0.8,0.5,57.35,15.2,,11,10,16,14,,17,11,19,22,19,13,21,16,19,16,14,15,10,13,13,15,,15.2,,51,50,63,59,,57,44,63,78,60,49,76,74,67,58,47,53,52,47,48,51,,57.35
18,z_score,0.8,0.6,61.75,15.75,,20,18,21,18,,15,19,12,11,19,11,18,10,11,25,15,8,13,17,18,16,,15.75,,69,66,79,60,,53,67,43,41,66,50,69,51,52,92,60,57,71,62,69,58,,61.75
18,z_score,0.8,0.7,61.1,16.25,,11,17,13,21,,17,18,12,15,12,13,21,11,21,22,11,18,18,21,18,15,,16.25,,46,55,53,79,,65,65,40,57,51,62,77,43,79,78,49,58,69,79,60,57,,61.1
18,z_score,0.8,0.8,65.65,17.4,,15,15,22,17,,8,11,21,18,16,22,14,19,20,27,8,20,17,13,26,19,,17.4,,54,51,79,84,,34,48,77,58,67,76,49,62,71,113,44,74,59,52,90,71,,65.65
18,z_score,0.8,0.9,69.25,17.85,,4,17,11,17,,17,19,20,13,20,16,20,25,21,21,21,13,21,21,22,18,,17.85,,30,78,58,70,,54,93,70,50,70,51,73,92,74,80,70,50,79,79,107,57,,69.25
18,z_score,0.8,1,69.55,18.05,,17,20,16,27,,21,16,19,21,10,21,21,18,21,12,19,14,15,22,12,19,,18.05,,59,67,71,105,,78,71,96,78,53,79,76,66,73,48,66,50,61,77,45,72,,69.55
18,z_score,0.9,0.1,43.95,10.45,,10,10,16,7,,8,11,10,11,15,10,10,13,8,11,8,10,11,11,9,10,,10.45,,44,44,59,48,,42,42,39,35,50,37,47,48,42,36,44,44,38,46,47,47,,43.95
18,z_score,0.9,0.2,49.85,12.75,,12,14,13,14,,13,13,12,17,13,11,14,10,12,17,11,10,12,11,11,15,,12.75,,43,56,56,48,,42,51,52,62,62,49,53,43,48,56,48,45,47,42,45,49,,49.85
18,z_score,0.9,0.3,58.75,15.05,,11,13,16,14,,17,12,20,17,20,12,13,15,13,12,17,21,9,17,21,11,,15.05,,56,64,80,52,,65,47,69,55,65,49,48,56,49,38,58,74,55,66,77,52,,58.75
18,z_score,0.9,0.4,64.95,16.35,,16,18,15,11,,9,20,14,22,18,10,15,18,14,18,23,20,17,15,16,18,,16.35,,60,71,57,46,,55,74,53,77,85,48,56,66,56,89,105,70,53,52,61,65,,64.95
18,z_score,0.9,0.5,60.4,15.9,,20,19,10,18,,18,16,21,13,20,19,9,12,9,18,14,14,16,16,14,22,,15.9,,67,88,39,65,,62,59,79,65,72,68,39,42,52,56,49,47,61,63,58,77,,60.4
18,z_score,0.9,0.6,61,16.05,,17,14,11,14,,15,15,19,16,15,13,14,15,17,21,21,18,17,19,14,16,,16.05,,64,52,49,48,,60,73,64,54,51,49,60,71,67,76,77,60,65,54,73,53,,61
18,z_score,0.9,0.7,63.65,17.1,,21,13,13,19,,20,18,15,18,16,18,17,20,12,16,13,13,20,18,21,21,,17.1,,76,70,38,68,,77,61,58,60,55,68,61,78,47,54,70,51,72,61,77,71,,63.65
18,z_score,0.9,0.8,74.75,18.85,,21,18,17,16,,18,14,16,20,20,20,25,17,19,19,14,16,18,43,16,10,,18.85,,77,65,70,56,,65,57,60,76,71,90,108,84,64,73,79,67,73,156,57,47,,74.75
18,z_score,0.9,0.9,66.15,16.8,,20,22,6,13,,16,18,10,13,20,20,13,13,17,15,18,20,23,20,21,18,,16.8,,67,79,44,50,,50,87,50,50,75,88,57,67,60,54,90,71,82,71,65,66,,66.15
18,z_score,0.9,1,77.7,18.7,,22,20,24,24,,21,18,18,27,10,20,19,17,11,13,19,15,20,14,21,21,,18.7,,109,66,79,110,,78,61,86,117,60,74,62,86,50,55,65,75,67,69,79,106,,77.7
18,z_score,1,0.1,48.5,11.55,,10,13,12,8,,11,8,11,11,11,8,15,14,13,10,18,10,11,15,8,14,,11.55,,39,46,49,44,,45,46,48,47,42,46,54,56,41,44,58,42,43,55,58,67,,48.5
18,z_score,1,0.2,53,13.2,,15,11,12,12,,11,16,11,12,14,15,12,11,17,13,12,20,11,18,9,12,,13.2,,47,43,49,44,,51,75,56,45,48,61,47,50,68,50,43,68,53,69,46,47,,53
18,z_score,1,0.3,55.85,14.8,,15,11,18,7,,14,16,14,7,11,13,14,18,15,19,14,15,18,21,19,17,,14.8,,53,40,65,42,,52,55,53,40,43,47,47,63,48,69,55,53,81,73,65,73,,55.85
18,z_score,1,0.4,57,14.1,,16,19,21,7,,11,11,22,10,13,14,10,15,15,20,12,16,10,10,12,18,,14.1,,57,66,77,49,,52,41,77,39,51,51,57,58,55,70,52,65,49,54,55,65,,57
18,z_score,1,0.5,60.1,16.25,,16,17,10,22,,15,19,16,15,15,20,10,12,20,21,12,21,17,23,8,16,,16.25,,48,59,45,74,,57,67,59,52,55,65,54,47,75,72,56,76,62,84,46,49,,60.1
18,z_score,1,0.6,61.6,16.4,,18,16,20,15,,14,12,17,14,18,14,17,18,14,21,19,20,22,12,13,14,,16.4,,66,63,94,74,,56,52,57,55,62,53,54,59,55,71,61,75,77,40,59,49,,61.6
18,z_score,1,0.7,61.7,15.2,,7,30,9,17,,17,12,11,18,13,21,18,10,11,17,23,10,14,16,17,13,,15.2,,43,107,55,65,,58,59,47,79,60,72,64,48,58,60,106,40,56,53,54,50,,61.7
18,z_score,1,0.8,71.5,18.25,,13,21,21,18,,18,17,19,19,16,23,11,20,20,21,14,19,22,20,20,13,,18.25,,53,69,94,65,,85,62,75,64,60,101,44,101,70,79,79,61,77,68,77,46,,71.5
18,z_score,1,0.9,77.75,19.9,,19,18,24,21,,22,16,33,21,14,16,26,18,13,17,22,19,21,10,22,26,,19.9,,65,63,113,79,,78,69,111,77,52,56,112,87,68,54,79,62,87,45,79,119,,77.75
18,z_score,1,1,69.55,17.2,,13,13,18,29,,12,14,21,12,11,21,19,16,20,12,22,10,21,19,15,26,,17.2,,54,48,78,109,,42,48,75,50,61,75,64,73,72,61,93,56,80,78,58,116,,69.55
18,none,0.1,0.1,159.45,40.3,,43,38,38,39,,39,43,43,39,39,39,43,43,38,39,43,43,38,38,43,38,,40.3,,157,162,162,161,,161,157,157,161,161,161,157,157,162,161,157,157,157,162,157,162,,159.45
18,none,0.1,0.2,158.95,39.4,,39,38,39,43,,38,38,43,39,38,34,38,43,39,43,43,38,39,38,39,39,,39.4,,161,162,161,157,,162,162,157,161,162,133,162,157,161,157,157,162,161,162,161,161,,158.95
18,none,0.1,0.3,156.7,38.6,,38,39,39,39,,38,38,43,39,43,38,39,38,43,23,39,43,39,38,38,38,,38.6,,162,161,161,161,,162,162,157,161,157,162,161,162,157,83,161,157,161,162,162,162,,156.7
18,none,0.1,0.4,159.9,40.1,,43,39,38,38,,39,43,39,43,39,38,38,39,38,39,43,43,43,43,39,38,,40.1,,157,161,162,162,,161,157,161,157,161,162,162,161,162,161,157,157,157,157,161,162,,159.9
18,none,0.1,0.5,159.55,40.45,,39,38,38,43,,43,39,39,38,43,43,43,38,38,39,38,43,38,43,43,43,,40.45,,161,162,162,157,,157,161,161,162,157,157,157,162,162,161,162,157,162,157,157,157,,159.55
18,none,0.1,0.6,159.85,39.65,,39,38,39,38,,39,38,39,39,43,39,39,43,41,39,38,39,38,43,43,39,,39.65,,161,162,161,162,,161,162,161,161,157,161,161,157,149,161,162,161,162,157,157,161,,159.85
18,none,0.1,0.7,160.4,39.6,,38,39,43,43,,43,39,39,43,39,39,43,38,39,38,38,39,38,38,38,38,,39.6,,162,161,157,157,,157,161,161,157,161,161,157,162,161,162,162,161,162,162,162,162,,160.4
18,none,0.1,0.8,159.8,40.2,,39,39,39,39,,39,43,38,43,38,43,39,39,43,43,39,38,43,39,38,43,,40.2,,161,161,161,161,,161,157,162,157,162,157,161,161,157,157,161,162,157,161,162,157,,159.8
18,none,0.1,0.9,160.25,39.75,,38,43,43,39,,39,38,38,43,43,39,39,38,38,38,38,38,39,43,43,38,,39.75,,162,157,157,161,,161,162,162,157,157,161,161,162,162,162,162,162,161,157,157,162,,160.25
18,none,0.1,1,159.55,40.45,,43,38,39,43,,38,38,43,43,43,38,38,39,38,43,43,43,39,38,43,39,,40.45,,157,162,161,157,,162,162,157,157,157,162,162,161,162,157,157,157,161,162,157,161,,159.55
18,none,0.2,0.1,159.35,40.65,,43,39,43,38,,39,39,38,39,43,39,43,43,43,43,39,43,43,39,39,38,,40.65,,157,161,157,162,,161,161,162,161,157,161,157,157,157,157,161,157,157,161,161,162,,159.35
18,none,0.2,0.2,159.6,40.4,,43,38,39,43,,43,39,39,39,38,43,43,38,38,39,39,43,43,43,39,39,,40.4,,157,162,161,157,,157,161,161,161,162,157,157,162,162,161,161,157,157,157,161,161,,159.6
18,none,0.2,0.3,160.15,39.85,,39,39,38,39,,39,43,38,43,38,38,38,43,38,39,39,38,43,39,43,43,,39.85,,161,161,162,161,,161,157,162,157,162,162,162,157,162,161,161,162,157,161,157,157,,160.15
18,none,0.2,0.4,160.65,39.35,,43,39,38,39,,39,39,43,38,43,39,38,38,38,38,39,38,39,43,38,38,,39.35,,157,161,162,161,,161,161,157,162,157,161,162,162,162,162,161,162,161,157,162,162,,160.65
18,none,0.2,0.5,159.35,40.25,,39,43,39,43,,39,39,36,43,38,43,38,43,43,38,43,38,43,39,39,39,,40.25,,161,157,161,157,,161,161,156,157,162,157,162,157,157,162,157,162,157,161,161,161,,159.35
18,none,0.2,0.6,160.2,39.8,,43,38,38,39,,38,39,39,38,43,43,38,38,39,43,43,38,39,43,39,38,,39.8,,157,162,162,161,,162,161,161,162,157,157,162,162,161,157,157,162,161,157,161,162,,160.2
18,none,0.2,0.7,160.2,39.8,,38,38,43,43,,39,39,39,38,39,39,39,38,38,38,43,38,43,43,43,38,,39.8,,162,162,157,157,,161,161,161,162,161,161,161,162,162,162,157,162,157,157,157,162,,160.2
18,none,0.2,0.8,160.85,39.15,,38,39,39,39,,38,43,39,43,38,39,38,38,38,39,39,38,39,43,38,38,,39.15,,162,161,161,161,,162,157,161,157,162,161,162,162,162,161,161,162,161,157,162,162,,160.85
18,none,0.2,0.9,159.8,40.2,,43,39,39,43,,43,39,38,39,43,39,38,43,43,39,39,43,39,38,39,38,,40.2,,157,161,161,157,,157,161,162,161,157,161,162,157,157,161,161,157,161,162,161,162,,159.8
18,none,0.2,1,160.35,39.65,,43,39,38,38,,43,43,38,43,38,43,39,39,39,38,38,39,39,38,39,39,,39.65,,157,161,162,162,,157,157,162,157,162,157,161,161,161,162,162,161,161,162,161,161,,160.35
18,none,0.3,0.1,159.8,40.15,,43,39,43,39,,38,38,38,43,39,38,39,38,39,39,43,43,43,43,39,39,,40.15,,157,161,157,161,,162,162,162,157,161,162,161,162,161,161,157,157,157,157,160,161,,159.8
18,none,0.3,0.2,159.65,40.2,,39,43,39,38,,43,39,43,39,39,43,39,43,39,38,43,38,39,39,43,38,,40.2,,161,157,161,162,,154,161,157,161,161,157,161,157,161,162,157,162,161,161,157,162,,159.65
18,none,0.3,0.3,159.7,40.3,,39,38,43,43,,39,43,39,43,43,39,38,43,43,38,38,39,43,38,39,38,,40.3,,161,162,157,157,,161,157,161,157,157,161,162,157,157,162,162,161,157,162,161,162,,159.7
18,none,0.3,0.4,159.75,40.25,,38,43,38,39,,38,43,39,38,43,39,43,43,38,38,38,43,39,43,43,39,,40.25,,162,157,162,161,,162,157,161,162,157,161,157,157,162,162,162,157,161,157,157,161,,159.75
18,none,0.3,0.5,160,40,,39,43,43,43,,43,38,38,39,38,43,43,38,38,39,38,39,38,43,38,39,,40,,161,157,157,157,,157,162,162,161,162,157,157,162,162,161,162,161,162,157,162,161,,160
18,none,0.3,0.6,160.35,39.65,,39,38,39,43,,43,38,38,39,39,38,39,43,38,43,38,43,38,39,39,39,,39.65,,161,162,161,157,,157,162,162,161,161,162,161,157,162,157,162,157,162,161,161,161,,160.35
18,none,0.3,0.7,160,40,,43,39,38,43,,38,43,38,43,39,38,38,38,38,38,39,43,43,43,39,39,,40,,157,161,162,157,,162,157,162,157,161,162,162,162,162,162,161,157,157,157,161,161,,160
18,none,0.3,0.8,160.05,39.95,,39,43,39,38,,38,39,43,39,39,38,43,43,38,38,39,39,39,43,39,43,,39.95,,161,157,161,162,,162,161,157,161,161,162,157,157,162,162,161,161,161,157,161,157,,160.05
18,none,0.3,0.9,160.1,39.9,,39,38,39,39,,39,39,38,38,43,43,39,43,39,43,43,38,39,43,38,38,,39.9,,161,162,161,161,,161,161,162,162,157,157,161,157,161,157,157,162,161,157,162,162,,160.1
18,none,0.3,1,159.8,40.2,,43,39,38,38,,39,43,38,43,38,43,39,39,43,39,39,43,39,39,43,39,,40.2,,157,161,162,162,,161,157,162,157,162,157,161,161,157,161,161,157,161,161,157,161,,159.8
18,none,0.4,0.1,158.55,41.45,,38,43,43,43,,38,43,39,39,38,43,43,43,39,43,43,39,43,43,43,43,,41.45,,162,157,157,157,,162,157,161,161,162,157,157,157,161,157,157,161,157,157,157,157,,158.55
18,none,0.4,0.2,159.85,40.15,,38,38,38,43,,39,43,43,38,38,38,43,43,43,43,38,39,38,38,39,43,,40.15,,162,162,162,157,,161,157,157,162,162,162,157,157,157,157,162,161,162,162,161,157,,159.85
18,none,0.4,0.3,160.35,39.65,,39,43,43,38,,43,39,39,39,38,38,43,39,38,38,39,39,38,39,43,38,,39.65,,161,157,157,162,,157,161,161,161,162,162,157,161,162,162,161,161,162,161,157,162,,160.35
18,none,0.4,0.4,159.45,40.55,,38,39,38,39,,43,38,43,43,43,38,43,43,39,43,39,39,43,43,39,38,,40.55,,162,161,162,161,,157,162,157,157,157,162,157,157,161,157,161,161,157,157,161,162,,159.45
18,none,0.4,0.5,159.2,40.8,,39,38,43,43,,43,43,43,43,39,39,39,39,38,38,43,39,43,43,43,38,,40.8,,161,162,157,157,,157,157,157,157,161,161,161,161,162,162,157,161,157,157,157,162,,159.2
18,none,0.4,0.6,159.95,40.05,,39,43,38,39,,43,38,43,43,39,38,43,39,43,43,38,38,39,38,38,39,,40.05,,161,157,162,161,,157,162,157,157,161,162,157,161,157,157,162,162,161,162,162,161,,159.95
18,none,0.4,0.7,160.45,39.55,,38,43,38,38,,39,39,39,38,43,39,43,38,43,43,38,38,38,39,38,39,,39.55,,162,157,162,162,,161,161,161,162,157,161,157,162,157,157,162,162,162,161,162,161,,160.45
18,none,0.4,0.8,160.15,39.85,,38,39,39,43,,39,43,43,39,39,38,43,39,43,38,39,39,39,39,39,39,,39.85,,162,161,161,157,,161,157,157,161,161,162,157,161,157,162,161,161,161,161,161,161,,160.15
18,none,0.4,0.9,159.55,40.45,,43,43,39,43,,43,38,39,38,43,38,39,43,39,39,43,39,39,39,39,43,,40.45,,157,157,161,157,,157,162,161,162,157,162,161,157,161,161,157,161,161,161,161,157,,159.55
18,none,0.4,1,160.35,39.65,,43,43,38,43,,39,38,38,43,38,39,38,39,38,38,39,39,39,43,39,39,,39.65,,157,157,162,157,,161,162,162,157,162,161,162,161,162,162,161,161,161,157,161,161,,160.35
18,none,0.5,0.1,159.35,40.65,,38,38,39,43,,38,43,43,43,43,43,39,43,39,38,43,43,38,43,38,38,,40.65,,162,162,161,157,,162,157,157,157,157,157,161,157,161,162,157,157,162,157,162,162,,159.35
18,none,0.5,0.2,159.6,40.25,,39,43,39,38,,43,43,43,39,39,39,43,39,39,38,39,38,39,43,43,39,,40.25,,161,157,161,162,,157,157,157,158,161,161,157,161,161,162,161,162,161,157,157,161,,159.6
18,none,0.5,0.3,160.65,39.35,,38,38,38,39,,43,38,43,39,38,43,38,38,39,43,39,39,39,39,38,38,,39.35,,162,162,162,161,,157,162,157,161,162,157,162,162,161,157,161,161,161,161,162,162,,160.65
18,none,0.5,0.4,160.15,39.85,,43,38,39,39,,43,38,43,43,38,43,38,39,39,39,38,39,38,39,43,38,,39.85,,157,162,161,161,,157,162,157,157,162,157,162,161,161,161,162,161,162,161,157,162,,160.15
18,none,0.5,0.5,160.3,39.7,,39,38,39,38,,38,43,39,38,43,43,38,43,39,38,38,43,43,38,38,38,,39.7,,161,162,161,162,,162,157,161,162,157,157,162,157,161,162,162,157,157,162,162,162,,160.3
18,none,0.5,0.6,159.35,40.65,,43,39,43,43,,38,38,43,43,38,43,38,43,39,38,38,38,43,43,39,43,,40.65,,157,161,157,157,,162,162,157,157,162,157,162,157,161,162,162,162,157,157,161,157,,159.35
18,none,0.5,0.7,160.45,39.55,,39,39,38,39,,38,38,39,43,39,43,43,38,43,38,43,39,38,38,38,38,,39.55,,161,161,162,161,,162,162,161,157,161,157,157,162,157,162,157,161,162,162,162,162,,160.45
18,none,0.5,0.8,159.3,40.7,,43,43,43,38,,38,38,39,43,43,38,43,38,39,39,43,43,43,39,43,38,,40.7,,157,157,157,162,,162,162,161,157,157,162,157,162,161,161,157,157,157,161,157,162,,159.3
18,none,0.5,0.9,160.55,39.45,,43,39,38,38,,38,38,43,39,38,38,38,43,39,38,43,43,38,38,38,39,,39.45,,157,161,162,162,,162,162,157,161,162,162,162,157,161,162,157,157,162,162,162,161,,160.55
18,none,0.5,1,160.4,39.6,,43,38,39,43,,43,39,38,39,38,38,38,39,43,39,38,38,39,43,39,38,,39.6,,157,162,161,157,,157,161,162,161,162,162,162,161,157,161,162,162,161,157,161,162,,160.4
18,none,0.6,0.1,159.75,40.25,,43,38,43,39,,43,39,39,43,38,38,43,39,38,43,43,38,39,43,38,38,,40.25,,157,162,157,161,,157,161,161,157,162,162,157,161,162,157,157,162,161,157,162,162,,159.75
18,none,0.6,0.2,159.6,40.4,,43,39,39,38,,43,39,43,39,39,43,38,39,43,38,43,38,39,43,43,39,,40.4,,157,161,161,162,,157,161,157,161,161,157,162,161,157,162,157,162,161,157,157,161,,159.6
18,none,0.6,0.3,160.1,39.9,,38,43,39,38,,39,39,43,38,39,39,39,43,38,43,38,43,39,43,39,38,,39.9,,162,157,161,162,,161,161,157,162,161,161,161,157,162,157,162,157,161,157,161,162,,160.1
18,none,0.6,0.4,159.95,40.05,,38,43,43,38,,39,39,38,38,38,43,43,43,43,39,38,38,39,39,43,39,,40.05,,162,157,157,162,,161,161,162,162,162,157,157,157,157,161,162,162,161,161,157,161,,159.95
18,none,0.6,0.5,160.4,39.6,,38,38,43,39,,38,39,39,39,38,43,38,39,39,38,43,38,43,43,39,38,,39.6,,162,162,157,161,,162,161,161,161,162,157,162,161,161,162,157,162,157,157,161,162,,160.4
18,none,0.6,0.6,160.25,39.75,,38,43,43,39,,39,39,39,38,39,39,43,39,39,38,38,39,39,43,38,43,,39.75,,162,157,157,161,,161,161,161,162,161,161,157,161,161,162,162,161,161,157,162,157,,160.25
18,none,0.6,0.7,159.9,40.1,,38,38,38,43,,43,39,39,39,39,43,39,43,43,39,38,43,38,39,43,38,,40.1,,162,162,162,157,,157,161,161,161,161,157,161,157,157,161,162,157,162,161,157,162,,159.9
18,none,0.6,0.8,160.25,39.75,,43,43,39,43,,39,38,43,39,39,38,43,38,39,39,38,38,39,39,39,39,,39.75,,157,157,161,157,,161,162,157,161,161,162,157,162,161,161,162,162,161,161,161,161,,160.25
18,none,0.6,0.9,159.95,40.05,,39,43,38,38,,43,39,43,43,38,43,43,43,38,39,39,38,39,38,38,39,,40.05,,161,157,162,162,,157,161,157,157,162,157,157,157,162,161,161,162,161,162,162,161,,159.95
18,none,0.6,1,160.05,39.95,,43,39,43,43,,39,39,38,38,39,43,43,38,39,39,38,43,38,39,39,39,,39.95,,157,161,157,157,,161,161,162,162,161,157,157,162,161,161,162,157,162,161,161,161,,160.05
18,none,0.7,0.1,158.45,39.45,,38,39,38,43,,43,38,43,39,43,38,38,33,43,38,38,38,43,39,39,38,,39.45,,162,161,162,157,,157,162,157,161,157,162,162,125,157,162,162,162,157,161,161,162,,158.45
18,none,0.7,0.2,158.95,39.85,,39,38,43,43,,43,38,43,39,43,39,38,43,38,33,43,38,39,39,39,39,,39.85,,161,162,157,157,,157,162,157,161,157,161,162,157,162,143,157,162,161,161,161,161,,158.95
